city,year,weekofyear,total_cases
sj,2012,4,19
sj,2012,5,16
sj,2012,6,18
sj,2012,7,14
sj,2012,8,16
sj,2012,9,13
sj,2012,10,11
sj,2012,11,15
sj,2012,12,15
sj,2012,13,17
sj,2012,14,20
sj,2012,15,13
sj,2012,16,15
sj,2012,17,17
sj,2012,18,20
sj,2012,19,19
sj,2012,20,22
sj,2012,21,21
sj,2012,22,18
sj,2012,23,29
sj,2012,24,25
sj,2012,25,39
sj,2012,26,33
sj,2012,27,33
sj,2012,28,33
sj,2012,29,28
sj,2012,30,29
sj,2012,31,30
sj,2012,32,33
sj,2012,33,36
sj,2012,34,40
sj,2012,35,34
sj,2012,36,41
sj,2012,37,45
sj,2012,38,52
sj,2012,39,50
sj,2012,40,48
sj,2012,41,35
sj,2012,42,42
sj,2012,43,42
sj,2012,44,40
sj,2012,45,48
sj,2012,46,36
sj,2012,47,34
sj,2012,48,28
sj,2012,49,26
sj,2012,50,26
sj,2012,51,22
sj,2013,1,17
sj,2013,2,14
sj,2013,3,14
sj,2013,4,16
sj,2013,5,16
sj,2013,6,14
sj,2013,7,15
sj,2013,8,11
sj,2013,9,11
sj,2013,10,14
sj,2013,11,13
sj,2013,12,11
sj,2013,13,12
sj,2013,14,17
sj,2013,15,19
sj,2013,16,17
sj,2013,17,18
iq,2010,26,8
iq,2010,27,5
iq,2010,28,8
iq,2010,29,6
iq,2010,30,5
iq,2010,31,6
iq,2010,32,5
iq,2010,33,8
iq,2010,34,5
iq,2010,35,7
iq,2010,36,12
iq,2010,37,7
iq,2010,38,8
iq,2010,39,6
iq,2010,40,10
iq,2010,41,7
iq,2010,42,11
iq,2010,43,13
iq,2010,44,13
iq,2010,45,11
iq,2010,46,12
iq,2010,47,11
iq,2010,48,15
iq,2010,49,10
iq,2010,50,10
iq,2010,51,7
iq,2011,52,11
iq,2011,1,9
iq,2011,2,10
iq,2011,3,9
iq,2011,4,7
iq,2011,5,10
iq,2011,6,10
iq,2011,7,11
iq,2011,8,12
iq,2011,9,12
iq,2011,10,10
iq,2011,11,10
iq,2011,12,10
iq,2011,13,9
iq,2011,14,7
iq,2011,15,9
iq,2011,16,9
iq,2011,17,10
iq,2011,18,11
iq,2011,19,5
iq,2011,20,7
iq,2011,21,10
iq,2011,22,11
iq,2011,23,7
iq,2011,24,8
iq,2011,25,8
iq,2011,26,10
iq,2011,27,8
iq,2011,28,4
iq,2011,29,6
iq,2011,30,4
iq,2011,31,4
iq,2011,32,6
iq,2011,33,5
iq,2011,34,5
iq,2011,35,5
iq,2011,36,5
iq,2011,37,10
iq,2011,38,6
iq,2011,39,9
iq,2011,40,6
iq,2011,41,10
iq,2011,42,13
iq,2011,43,14
iq,2011,44,9
iq,2011,45,13
iq,2011,46,12
iq,2011,47,8
iq,2011,48,9
iq,2011,49,12
iq,2011,50,13
iq,2011,51,13
iq,2012,52,11
iq,2012,1,10
iq,2012,2,10
iq,2012,3,9
iq,2012,4,7
iq,2012,5,11
iq,2012,6,12
iq,2012,7,9
iq,2012,8,12
iq,2012,9,7
iq,2012,10,7
iq,2012,11,6
iq,2012,12,5
iq,2012,13,9
iq,2012,14,6
iq,2012,15,9
iq,2012,16,11
iq,2012,17,11
iq,2012,18,8
iq,2012,19,4
iq,2012,20,9
iq,2012,21,6
iq,2012,22,7
iq,2012,23,7
iq,2012,24,5
iq,2012,25,5
iq,2012,26,6
iq,2012,27,6
iq,2012,28,6
iq,2012,29,9
iq,2012,30,5
iq,2012,31,4
iq,2012,32,5
iq,2012,33,9
iq,2012,34,9
iq,2012,35,10
iq,2012,36,5
iq,2012,37,5
iq,2012,38,6
iq,2012,39,8
iq,2012,40,8
iq,2012,41,12
iq,2012,42,9
iq,2012,43,12
iq,2012,44,10
iq,2012,45,11
iq,2012,46,13
iq,2012,47,18
iq,2012,48,14
iq,2012,49,10
iq,2012,50,15
iq,2012,51,13
iq,2013,1,14
iq,2013,2,9
iq,2013,3,9
iq,2013,4,12
iq,2013,5,11
iq,2013,6,10
iq,2013,7,13
iq,2013,8,12
iq,2013,9,9
iq,2013,10,10
iq,2013,11,16
iq,2013,12,10
iq,2013,13,9
iq,2013,14,9
iq,2013,15,9
iq,2013,16,11
iq,2013,17,11
iq,2013,18,6
iq,2013,19,11
iq,2013,20,10
iq,2013,21,6
iq,2013,22,8
iq,2013,23,6
iq,2013,24,4
iq,2013,25,4
iq,2013,26,5
