city,year,weekofyear,total_cases
iq,2013,3,5
iq,2013,4,6
iq,2013,5,8
iq,2013,6,6
iq,2013,7,6
iq,2013,8,7
iq,2013,9,8
iq,2013,10,6
iq,2013,11,6
iq,2013,12,7
iq,2013,13,8
iq,2013,14,6
iq,2013,15,6
iq,2013,16,7
iq,2013,17,8
iq,2013,18,6
iq,2013,19,6
iq,2013,20,6
iq,2013,21,8
iq,2013,22,6
iq,2013,23,6
iq,2013,24,7
iq,2013,25,8
iq,2013,26,6
