city,year,weekofyear,total_cases
sj,2011,46,22
sj,2011,47,10
sj,2011,48,15
sj,2011,49,13
sj,2011,50,13
sj,2011,51,20
sj,2012,52,9
sj,2012,1,12
sj,2012,2,9
sj,2012,3,6
sj,2012,4,6
sj,2012,5,8
sj,2012,6,4
sj,2012,7,6
sj,2012,8,6
sj,2012,9,7
sj,2012,10,6
sj,2012,11,7
sj,2012,12,6
sj,2012,13,7
sj,2012,14,9
sj,2012,15,10
sj,2012,16,10
sj,2012,17,16
sj,2012,18,7
sj,2012,19,11
sj,2012,20,14
sj,2012,21,11
sj,2012,22,16
sj,2012,23,12
sj,2012,24,18
sj,2012,25,19
sj,2012,26,22
sj,2012,27,21
sj,2012,28,18
sj,2012,29,18
sj,2012,30,18
sj,2012,31,16
sj,2012,32,19
sj,2012,33,23
sj,2012,34,20
sj,2012,35,20
sj,2012,36,23
sj,2012,37,20
sj,2012,38,23
sj,2012,39,25
sj,2012,40,21
sj,2012,41,25
sj,2012,42,21
sj,2012,43,23
sj,2012,44,20
sj,2012,45,19
sj,2012,46,23
sj,2012,47,18
sj,2012,48,17
sj,2012,49,15
sj,2012,50,16
sj,2012,51,7
sj,2013,1,8
sj,2013,2,5
sj,2013,3,7
sj,2013,4,3
sj,2013,5,5
sj,2013,6,10
sj,2013,7,5
sj,2013,8,8
sj,2013,9,6
sj,2013,10,6
sj,2013,11,7
sj,2013,12,6
sj,2013,13,4
sj,2013,14,10
sj,2013,15,8
sj,2013,16,11
sj,2013,17,11
iq,2010,26,3
iq,2010,27,8
iq,2010,28,7
iq,2010,29,9
iq,2010,30,3
iq,2010,31,7
iq,2010,32,9
iq,2010,33,6
iq,2010,34,8
iq,2010,35,8
iq,2010,36,11
iq,2010,37,7
iq,2010,38,9
iq,2010,39,11
iq,2010,40,11
iq,2010,41,12
iq,2010,42,11
iq,2010,43,10
iq,2010,44,11
iq,2010,45,13
iq,2010,46,13
iq,2010,47,10
iq,2010,48,11
iq,2010,49,11
iq,2010,50,11
iq,2010,51,11
iq,2011,52,9
iq,2011,1,9
iq,2011,2,9
iq,2011,3,9
iq,2011,4,9
iq,2011,5,7
iq,2011,6,7
iq,2011,7,8
iq,2011,8,11
iq,2011,9,8
iq,2011,10,9
iq,2011,11,9
iq,2011,12,10
iq,2011,13,8
iq,2011,14,8
iq,2011,15,11
iq,2011,16,8
iq,2011,17,8
iq,2011,18,10
iq,2011,19,10
iq,2011,20,6
iq,2011,21,6
iq,2011,22,9
iq,2011,23,6
iq,2011,24,7
iq,2011,25,9
iq,2011,26,5
iq,2011,27,6
iq,2011,28,5
iq,2011,29,6
iq,2011,30,8
iq,2011,31,7
iq,2011,32,8
iq,2011,33,8
iq,2011,34,7
iq,2011,35,7
iq,2011,36,7
iq,2011,37,8
iq,2011,38,8
iq,2011,39,11
iq,2011,40,10
iq,2011,41,10
iq,2011,42,10
iq,2011,43,12
iq,2011,44,12
iq,2011,45,12
iq,2011,46,11
iq,2011,47,10
iq,2011,48,12
iq,2011,49,12
iq,2011,50,10
iq,2011,51,10
iq,2012,52,11
iq,2012,1,11
iq,2012,2,8
iq,2012,3,8
iq,2012,4,9
iq,2012,5,9
iq,2012,6,7
iq,2012,7,9
iq,2012,8,10
iq,2012,9,8
iq,2012,10,8
iq,2012,11,9
iq,2012,12,7
iq,2012,13,8
iq,2012,14,10
iq,2012,15,8
iq,2012,16,10
iq,2012,17,12
iq,2012,18,11
iq,2012,19,9
iq,2012,20,7
iq,2012,21,10
iq,2012,22,6
iq,2012,23,7
iq,2012,24,7
iq,2012,25,5
iq,2012,26,9
iq,2012,27,9
iq,2012,28,6
iq,2012,29,6
iq,2012,30,8
iq,2012,31,5
iq,2012,32,7
iq,2012,33,6
iq,2012,34,5
iq,2012,35,11
iq,2012,36,7
iq,2012,37,8
iq,2012,38,11
iq,2012,39,11
iq,2012,40,11
iq,2012,41,8
iq,2012,42,11
iq,2012,43,10
iq,2012,44,12
iq,2012,45,13
iq,2012,46,12
iq,2012,47,12
iq,2012,48,11
iq,2012,49,14
iq,2012,50,13
iq,2012,51,11
iq,2013,1,11
iq,2013,2,10
iq,2013,3,6
iq,2013,4,7
iq,2013,5,9
iq,2013,6,10
iq,2013,7,12
iq,2013,8,11
iq,2013,9,11
iq,2013,10,11
iq,2013,11,11
iq,2013,12,10
iq,2013,13,11
iq,2013,14,12
iq,2013,15,11
iq,2013,16,10
iq,2013,17,12
iq,2013,18,9
iq,2013,19,8
iq,2013,20,12
iq,2013,21,10
iq,2013,22,9
iq,2013,23,10
iq,2013,24,10
iq,2013,25,8
iq,2013,26,8
