city,year,weekofyear,total_cases
iq,2013,3,1
iq,2013,4,1
iq,2013,5,1
iq,2013,6,2
iq,2013,7,1
iq,2013,8,9
iq,2013,9,5
iq,2013,10,3
iq,2013,11,5
iq,2013,12,5
iq,2013,13,5
iq,2013,14,2
iq,2013,15,5
iq,2013,16,1
iq,2013,17,5
iq,2013,18,5
iq,2013,19,5
iq,2013,20,2
iq,2013,21,1
iq,2013,22,3
iq,2013,23,3
iq,2013,24,3
iq,2013,25,1
iq,2013,26,3
